   PHI1    PHI2     PHI       ODF
   25.00   90.00   45.00   0.666564E+00
   30.00   90.00   45.00   0.116338E+01
   35.00   90.00   45.00   0.789078E+00
   40.00   90.00   45.00   0.568913E+00
   45.00   90.00   45.00   0.456580E+00
   50.00   90.00   45.00   0.154949E+01
   55.00   90.00   45.00   0.151989E+01
   60.00   90.00   45.00   0.133973E+01
   65.00   90.00   45.00   0.130586E+01
   70.00   90.00   45.00   0.161710E+01
   75.00   90.00   45.00   0.150591E+01
   80.00   90.00   45.00   0.121860E+01
   85.00   90.00   45.00   0.149080E+01
   90.00   90.00   45.00   0.122894E+01
    0.00    0.00   50.00   0.132773E+01
    5.00    0.00   50.00   0.132370E+01
   10.00    0.00   50.00   0.102840E+01
   15.00    0.00   50.00   0.802273E+00
   20.00    0.00   50.00   0.714529E+00
   25.00    0.00   50.00   0.705255E+00
   30.00    0.00   50.00   0.476248E+00
   35.00    0.00   50.00   0.367795E+00
   40.00    0.00   50.00   0.307570E+00
   45.00    0.00   50.00   0.236468E+01
   50.00    0.00   50.00   0.152928E+01
   55.00    0.00   50.00   0.140268E+01
   60.00    0.00   50.00   0.132163E+01
   65.00    0.00   50.00   0.136639E+01
   70.00    0.00   50.00   0.150560E+01
   75.00    0.00   50.00   0.148281E+01
   80.00    0.00   50.00   0.147857E+01
   85.00    0.00   50.00   0.682240E+00
   90.00    0.00   50.00   0.713952E+00
    0.00    5.00   50.00   0.720905E+01
    5.00    5.00   50.00   0.669702E+01
   10.00    5.00   50.00   0.648235E+01
   15.00    5.00   50.00   0.590851E+01
   20.00    5.00   50.00   0.522478E+01
   25.00    5.00   50.00   0.438061E+01
   30.00    5.00   50.00   0.276636E+00
   35.00    5.00   50.00   0.272123E+01
   40.00    5.00   50.00   0.164862E+01
   45.00    5.00   50.00   0.138720E+01
   50.00    5.00   50.00   0.129897E+01
   55.00    5.00   50.00   0.126630E+01
   60.00    5.00   50.00   0.138306E+01
   65.00    5.00   50.00   0.143512E+01
   70.00    5.00   50.00   0.141998E+01
   75.00    5.00   50.00   0.640344E+00
   80.00    5.00   50.00   0.740240E+00
   85.00    5.00   50.00   0.657705E+00
   90.00    5.00   50.00   0.150626E+01
    0.00   10.00   50.00   0.177330E+00
    5.00   10.00   50.00   0.209614E+00
   10.00   10.00   50.00   0.217629E+00
   15.00   10.00   50.00   0.167996E+00
   20.00   10.00   50.00   0.135289E+00
   25.00   10.00   50.00   0.129569E+00
   30.00   10.00   50.00   0.221943E+01
   35.00   10.00   50.00   0.129167E+01
   40.00   10.00   50.00   0.115105E+01
   45.00   10.00   50.00   0.105370E+01
   50.00   10.00   50.00   0.109253E+01
   55.00   10.00   50.00   0.126718E+00
   60.00   10.00   50.00   0.604925E+00
   65.00   10.00   50.00   0.552155E+00
   70.00   10.00   50.00   0.694988E+00
   75.00   10.00   50.00   0.551278E+00
   80.00   10.00   50.00   0.159328E+01
   85.00   10.00   50.00   0.113035E+01
   90.00   10.00   50.00   0.119261E+01
    0.00   15.00   50.00   0.109533E+01
    5.00   15.00   50.00   0.107112E+01
   10.00   15.00   50.00   0.112162E+01
   15.00   15.00   50.00   0.915625E-01
   20.00   15.00   50.00   0.766384E-01
   25.00   15.00   50.00   0.143061E+01
   30.00   15.00   50.00   0.115176E+01
   35.00   15.00   50.00   0.100790E+01
   40.00   15.00   50.00   0.915001E+00
   45.00   15.00   50.00   0.108890E+01
   50.00   15.00   50.00   0.107030E+01
   55.00   15.00   50.00   0.978630E+00
   60.00   15.00   50.00   0.101443E+01
   65.00   15.00   50.00   0.106454E+01
   70.00   15.00   50.00   0.115125E+01
   75.00   15.00   50.00   0.108534E+01
   80.00   15.00   50.00   0.110619E+01
   85.00   15.00   50.00   0.110134E+01
   90.00   15.00   50.00   0.105701E+01
    0.00   20.00   50.00   0.960775E+00
    5.00   20.00   50.00   0.102086E+01
   10.00   20.00   50.00   0.106021E+01
   15.00   20.00   50.00   0.993493E+00
   20.00   20.00   50.00   0.943112E+00
   25.00   20.00   50.00   0.893549E+00
   30.00   20.00   50.00   0.714116E+00
   35.00   20.00   50.00   0.595837E+00
   40.00   20.00   50.00   0.530912E+00
   45.00   20.00   50.00   0.483397E+00
   50.00   20.00   50.00   0.463499E+00
   55.00   20.00   50.00   0.438303E+00
   60.00   20.00   50.00   0.446722E+00
   65.00   20.00   50.00   0.483295E+00
   70.00   20.00   50.00   0.480737E-01
   75.00   20.00   50.00   0.457240E-01
   80.00   20.00   50.00   0.465100E-01
   85.00   20.00   50.00   0.497369E-01
   90.00   20.00   50.00   0.395914E-01
    0.00   25.00   50.00   0.171983E+00
    5.00   25.00   50.00   0.103140E+01
   10.00   25.00   50.00   0.983457E+00
   15.00   25.00   50.00   0.969753E+00
   20.00   25.00   50.00   0.988654E+00
   25.00   25.00   50.00   0.947165E+00
   30.00   25.00   50.00   0.792484E+00
   35.00   25.00   50.00   0.736730E+00
   40.00   25.00   50.00   0.607650E+00
   45.00   25.00   50.00   0.568200E+00
   50.00   25.00   50.00   0.586031E+00
   55.00   25.00   50.00   0.103914E+00
   60.00   25.00   50.00   0.133751E+00
   65.00   25.00   50.00   0.159190E+00
   70.00   25.00   50.00   0.182017E+00
   75.00   25.00   50.00   0.189252E+00
   80.00   25.00   50.00   0.158942E+00
   85.00   25.00   50.00   0.139180E+00
   90.00   25.00   50.00   0.108378E+00
    0.00   30.00   50.00   0.225485E+00
    5.00   30.00   50.00   0.117995E+01
   10.00   30.00   50.00   0.112910E+01
   15.00   30.00   50.00   0.116624E+01
   20.00   30.00   50.00   0.113564E+01
   25.00   30.00   50.00   0.127385E+01
   30.00   30.00   50.00   0.124818E+01
   35.00   30.00   50.00   0.901101E+00
   40.00   30.00   50.00   0.787911E+00
   45.00   30.00   50.00   0.702698E+00
   50.00   30.00   50.00   0.121550E+00
   55.00   30.00   50.00   0.168857E+00
   60.00   30.00   50.00   0.225944E+00
   65.00   30.00   50.00   0.227769E+00
   70.00   30.00   50.00   0.244138E+00
   75.00   30.00   50.00   0.233676E+00
   80.00   30.00   50.00   0.217436E+00
   85.00   30.00   50.00   0.154504E+00
   90.00   30.00   50.00   0.121037E+00
    0.00   35.00   50.00   0.308060E+00
    5.00   35.00   50.00   0.974111E+00
   10.00   35.00   50.00   0.937069E+00
   15.00   35.00   50.00   0.961112E+00
   20.00   35.00   50.00   0.106075E+01
   25.00   35.00   50.00   0.161631E+01
   30.00   35.00   50.00   0.129384E+01
   35.00   35.00   50.00   0.115992E+01
   40.00   35.00   50.00   0.916604E+00
   45.00   35.00   50.00   0.853315E+00
   50.00   35.00   50.00   0.196408E+00
   55.00   35.00   50.00   0.277022E+00
   60.00   35.00   50.00   0.299636E+00
   65.00   35.00   50.00   0.259697E+00
   70.00   35.00   50.00   0.294271E+00
   75.00   35.00   50.00   0.299107E+00
   80.00   35.00   50.00   0.226630E+00
   85.00   35.00   50.00   0.868897E+00
   90.00   35.00   50.00   0.923087E+00
    0.00   40.00   50.00   0.523927E+00
    5.00   40.00   50.00   0.544726E+00
   10.00   40.00   50.00   0.657298E+00
   15.00   40.00   50.00   0.265290E+01
   20.00   40.00   50.00   0.273541E+01
   25.00   40.00   50.00   0.261829E+01
   30.00   40.00   50.00   0.222142E+01
   35.00   40.00   50.00   0.190829E+01
   40.00   40.00   50.00   0.163930E+01
   45.00   40.00   50.00   0.156731E+01
   50.00   40.00   50.00   0.154617E+01
   55.00   40.00   50.00   0.113925E+00
   60.00   40.00   50.00   0.116729E+00
   65.00   40.00   50.00   0.124728E+00
   70.00   40.00   50.00   0.120705E+00
   75.00   40.00   50.00   0.113194E+00
   80.00   40.00   50.00   0.127853E+00
   85.00   40.00   50.00   0.125290E+00
   90.00   40.00   50.00   0.136757E+00
    0.00   45.00   50.00   0.568137E+00
    5.00   45.00   50.00   0.524085E+00
   10.00   45.00   50.00   0.509646E+00
   15.00   45.00   50.00   0.539343E+00
   20.00   45.00   50.00   0.551672E+00
   25.00   45.00   50.00   0.543468E+00
   30.00   45.00   50.00   0.485338E+00
   35.00   45.00   50.00   0.472004E+00
   40.00   45.00   50.00   0.499677E+00
   45.00   45.00   50.00   0.531201E+00
   50.00   45.00   50.00   0.554120E+00
   55.00   45.00   50.00   0.101214E+00
   60.00   45.00   50.00   0.111311E+00
   65.00   45.00   50.00   0.106209E+00
   70.00   45.00   50.00   0.100233E+00
   75.00   45.00   50.00   0.110020E+00
   80.00   45.00   50.00   0.105167E+00
   85.00   45.00   50.00   0.107625E+00
   90.00   45.00   50.00   0.915208E-01
    0.00   50.00   50.00   0.523927E+00
    5.00   50.00   50.00   0.513891E+00
   10.00   50.00   50.00   0.548214E+00
   15.00   50.00   50.00   0.556183E+00
   20.00   50.00   50.00   0.569703E+00
   25.00   50.00   50.00   0.567434E+00
   30.00   50.00   50.00   0.546393E+00
   35.00   50.00   50.00   0.512547E+00
   40.00   50.00   50.00   0.527071E+00
   45.00   50.00   50.00   0.505975E+00
   50.00   50.00   50.00   0.516591E+00
   55.00   50.00   50.00   0.526552E+00
   60.00   50.00   50.00   0.576326E+00
   65.00   50.00   50.00   0.154711E+00
   70.00   50.00   50.00   0.168113E+00
   75.00   50.00   50.00   0.155018E+00
   80.00   50.00   50.00   0.154744E+00
   85.00   50.00   50.00   0.125107E+00
   90.00   50.00   50.00   0.136757E+00
    0.00   55.00   50.00   0.308060E+00
    5.00   55.00   50.00   0.352025E+00
   10.00   55.00   50.00   0.459771E+00
   15.00   55.00   50.00   0.492505E+00
   20.00   55.00   50.00   0.493796E+00
   25.00   55.00   50.00   0.531649E+00
   30.00   55.00   50.00   0.472928E+00
   35.00   55.00   50.00   0.479804E+00
   40.00   55.00   50.00   0.412679E+00
   45.00   55.00   50.00   0.319853E+00
   50.00   55.00   50.00   0.987472E+00
   55.00   55.00   50.00   0.914007E+00
   60.00   55.00   50.00   0.910873E+00
   65.00   55.00   50.00   0.995811E+00
   70.00   55.00   50.00   0.118432E+01
   75.00   55.00   50.00   0.111317E+01
   80.00   55.00   50.00   0.127158E+01
   85.00   55.00   50.00   0.110647E+01
   90.00   55.00   50.00   0.923087E+00
    0.00   60.00   50.00   0.225485E+00
    5.00   60.00   50.00   0.291232E+00
   10.00   60.00   50.00   0.354260E+00
   15.00   60.00   50.00   0.374783E+00
   20.00   60.00   50.00   0.364134E+00
   25.00   60.00   50.00   0.391229E+00
   30.00   60.00   50.00   0.359288E+00
   35.00   60.00   50.00   0.321577E+00
   40.00   60.00   50.00   0.248154E+00
   45.00   60.00   50.00   0.123796E+01
   50.00   60.00   50.00   0.108254E+01
   55.00   60.00   50.00   0.108257E+01
   60.00   60.00   50.00   0.100890E+01
   65.00   60.00   50.00   0.106491E+01
   70.00   60.00   50.00   0.119613E+01
   75.00   60.00   50.00   0.898813E+00
   80.00   60.00   50.00   0.813950E+00
   85.00   60.00   50.00   0.673196E+00
   90.00   60.00   50.00   0.121037E+00
    0.00   65.00   50.00   0.171983E+00
    5.00   65.00   50.00   0.196408E+00
   10.00   65.00   50.00   0.164976E+01
   15.00   65.00   50.00   0.184112E+01
   20.00   65.00   50.00   0.176930E+01
   25.00   65.00   50.00   0.254051E+00
   30.00   65.00   50.00   0.223263E+00
   35.00   65.00   50.00   0.186713E+00
   40.00   65.00   50.00   0.123152E+01
   45.00   65.00   50.00   0.143702E+01
   50.00   65.00   50.00   0.123377E+01
   55.00   65.00   50.00   0.128609E+01
   60.00   65.00   50.00   0.113902E+01
   65.00   65.00   50.00   0.809652E+00
   70.00   65.00   50.00   0.727427E+00
   75.00   65.00   50.00   0.562595E+00
   80.00   65.00   50.00   0.507922E+00
   85.00   65.00   50.00   0.494435E+00
   90.00   65.00   50.00   0.108378E+00
    0.00   70.00   50.00   0.960775E+00
    5.00   70.00   50.00   0.862214E+00
   10.00   70.00   50.00   0.878683E+00
   15.00   70.00   50.00   0.908012E+00
   20.00   70.00   50.00   0.102747E+01
   25.00   70.00   50.00   0.120988E+01
   30.00   70.00   50.00   0.148845E+01
   35.00   70.00   50.00   0.125582E+01
   40.00   70.00   50.00   0.111066E+01
   45.00   70.00   50.00   0.996933E+00
   50.00   70.00   50.00   0.905853E+00
   55.00   70.00   50.00   0.789356E+00
   60.00   70.00   50.00   0.685090E+00
   65.00   70.00   50.00   0.577912E+00
   70.00   70.00   50.00   0.520919E+00
   75.00   70.00   50.00   0.421238E+00
   80.00   70.00   50.00   0.441942E+00
   85.00   70.00   50.00   0.440818E+00
   90.00   70.00   50.00   0.395914E-01
    0.00   75.00   50.00   0.109533E+01
    5.00   75.00   50.00   0.102468E+01
   10.00   75.00   50.00   0.111287E+01
   15.00   75.00   50.00   0.118607E+01
   20.00   75.00   50.00   0.120186E+01
   25.00   75.00   50.00   0.133533E+00
   30.00   75.00   50.00   0.265009E+01
   35.00   75.00   50.00   0.232102E+01
   40.00   75.00   50.00   0.199837E+01
   45.00   75.00   50.00   0.177797E+01
   50.00   75.00   50.00   0.156120E+01
   55.00   75.00   50.00   0.128042E+01
   60.00   75.00   50.00   0.114742E+01
   65.00   75.00   50.00   0.106705E+01
   70.00   75.00   50.00   0.102704E+01
   75.00   75.00   50.00   0.965470E+00
   80.00   75.00   50.00   0.993386E+00
   85.00   75.00   50.00   0.980585E+00
   90.00   75.00   50.00   0.105702E+01
    0.00   80.00   50.00   0.177330E+00
    5.00   80.00   50.00   0.160934E+00
   10.00   80.00   50.00   0.182579E+00
   15.00   80.00   50.00   0.189599E+00
   20.00   80.00   50.00   0.199801E+00
   25.00   80.00   50.00   0.195613E+00
   30.00   80.00   50.00   0.173995E+00
   35.00   80.00   50.00   0.291778E+01
   40.00   80.00   50.00   0.239640E+01
   45.00   80.00   50.00   0.205038E+01
   50.00   80.00   50.00   0.178652E+01
   55.00   80.00   50.00   0.153277E+01
   60.00   80.00   50.00   0.144521E+01
   65.00   80.00   50.00   0.135127E+01
   70.00   80.00   50.00   0.116546E+01
   75.00   80.00   50.00   0.106802E+01
   80.00   80.00   50.00   0.109858E+01
   85.00   80.00   50.00   0.119664E+01
   90.00   80.00   50.00   0.119261E+01
    0.00   85.00   50.00   0.720905E+01
    5.00   85.00   50.00   0.129550E+01
   10.00   85.00   50.00   0.136797E+01
   15.00   85.00   50.00   0.110223E+01
   20.00   85.00   50.00   0.890398E+00
   25.00   85.00   50.00   0.780374E+00
   30.00   85.00   50.00   0.455585E+01
   35.00   85.00   50.00   0.353766E+01
   40.00   85.00   50.00   0.275737E+01
   45.00   85.00   50.00   0.343920E+00
   50.00   85.00   50.00   0.314513E+00
   55.00   85.00   50.00   0.163330E+01
   60.00   85.00   50.00   0.141013E+01
   65.00   85.00   50.00   0.131938E+01
   70.00   85.00   50.00   0.130687E+01
   75.00   85.00   50.00   0.139434E+01
   80.00   85.00   50.00   0.147508E+01
   85.00   85.00   50.00   0.141628E+01
   90.00   85.00   50.00   0.150626E+01
    0.00   90.00   50.00   0.132773E+01
    5.00   90.00   50.00   0.132370E+01
   10.00   90.00   50.00   0.102840E+01
   15.00   90.00   50.00   0.802273E+00
   20.00   90.00   50.00   0.714529E+00
   25.00   90.00   50.00   0.705255E+00
   30.00   90.00   50.00   0.476248E+00
   35.00   90.00   50.00   0.367795E+00
   40.00   90.00   50.00   0.307570E+00
   45.00   90.00   50.00   0.236468E+01
   50.00   90.00   50.00   0.152928E+01
   55.00   90.00   50.00   0.140268E+01
   60.00   90.00   50.00   0.132163E+01
   65.00   90.00   50.00   0.136639E+01
   70.00   90.00   50.00   0.150560E+01
   75.00   90.00   50.00   0.148281E+01
   80.00   90.00   50.00   0.147857E+01
   85.00   90.00   50.00   0.682240E+00
   90.00   90.00   50.00   0.713952E+00
    0.00    0.00   55.00   0.122351E+01
    5.00    0.00   55.00   0.112955E+01
   10.00    0.00   55.00   0.110330E+01
   15.00    0.00   55.00   0.401699E+01
   20.00    0.00   55.00   0.373025E+01
   25.00    0.00   55.00   0.342400E+01
   30.00    0.00   55.00   0.287911E+01
   35.00    0.00   55.00   0.200474E+00
   40.00    0.00   55.00   0.198767E+01
   45.00    0.00   55.00   0.165838E+01
   50.00    0.00   55.00   0.145922E+01
   55.00    0.00   55.00   0.137656E+01
   60.00    0.00   55.00   0.132453E+01
   65.00    0.00   55.00   0.128040E+01
   70.00    0.00   55.00   0.138976E+01
   75.00    0.00   55.00   0.143024E+01
   80.00    0.00   55.00   0.145173E+01
   85.00    0.00   55.00   0.147199E+01
   90.00    0.00   55.00   0.152073E+01
    0.00    5.00   55.00   0.427313E+01
    5.00    5.00   55.00   0.404334E+01
   10.00    5.00   55.00   0.362523E+01
   15.00    5.00   55.00   0.337709E+01
   20.00    5.00   55.00   0.320327E+01
   25.00    5.00   55.00   0.298836E+01
   30.00    5.00   55.00   0.119894E+00
   35.00    5.00   55.00   0.203467E+01
   40.00    5.00   55.00   0.174472E+01
   45.00    5.00   55.00   0.156665E+01
   50.00    5.00   55.00   0.143682E+01
   55.00    5.00   55.00   0.134437E+01
   60.00    5.00   55.00   0.141250E+01
   65.00    5.00   55.00   0.139059E+01
   70.00    5.00   55.00   0.142881E+01
   75.00    5.00   55.00   0.148528E+01
   80.00    5.00   55.00   0.153788E+01
   85.00    5.00   55.00   0.150586E+01
   90.00    5.00   55.00   0.145096E+01
    0.00   10.00   55.00   0.306962E+01
    5.00   10.00   55.00   0.288671E+01
   10.00   10.00   55.00   0.266149E+01
   15.00   10.00   55.00   0.250352E+01
   20.00   10.00   55.00   0.230361E+01
   25.00   10.00   55.00   0.210316E+01
   30.00   10.00   55.00   0.172658E+01
   35.00   10.00   55.00   0.156508E+01
   40.00   10.00   55.00   0.138342E+01
   45.00   10.00   55.00   0.121550E+01
   50.00   10.00   55.00   0.113587E+01
   55.00   10.00   55.00   0.109774E+01
   60.00   10.00   55.00   0.111393E+01
   65.00   10.00   55.00   0.107075E+01
   70.00   10.00   55.00   0.115035E+01
   75.00   10.00   55.00   0.120494E+01
   80.00   10.00   55.00   0.116610E+01
   85.00   10.00   55.00   0.113063E+01
   90.00   10.00   55.00   0.110877E+01
    0.00   15.00   55.00   0.170645E+01
    5.00   15.00   55.00   0.162340E+01
   10.00   15.00   55.00   0.147721E+01
   15.00   15.00   55.00   0.139430E+01
   20.00   15.00   55.00   0.129018E+01
   25.00   15.00   55.00   0.120638E+01
   30.00   15.00   55.00   0.106278E+01
   35.00   15.00   55.00   0.125263E+01
   40.00   15.00   55.00   0.120926E+01
   45.00   15.00   55.00   0.792230E+00
   50.00   15.00   55.00   0.720334E+00
   55.00   15.00   55.00   0.664653E+00
   60.00   15.00   55.00   0.678430E+00
   65.00   15.00   55.00   0.634987E+00
   70.00   15.00   55.00   0.686161E+00
   75.00   15.00   55.00   0.669341E+00
   80.00   15.00   55.00   0.670538E+00
   85.00   15.00   55.00   0.633837E+00
   90.00   15.00   55.00   0.109828E+01
    0.00   20.00   55.00   0.777038E+00
    5.00   20.00   55.00   0.906004E+00
   10.00   20.00   55.00   0.936123E+00
   15.00   20.00   55.00   0.956775E+00
   20.00   20.00   55.00   0.101454E+01
   25.00   20.00   55.00   0.966607E+00
   30.00   20.00   55.00   0.684632E+00
   35.00   20.00   55.00   0.673215E+00
   40.00   20.00   55.00   0.626089E+00
   45.00   20.00   55.00   0.550833E+00
   50.00   20.00   55.00   0.496771E+00
   55.00   20.00   55.00   0.483494E+00
   60.00   20.00   55.00   0.503628E+00
   65.00   20.00   55.00   0.450523E+00
   70.00   20.00   55.00   0.599745E-01
   75.00   20.00   55.00   0.576433E-01
   80.00   20.00   55.00   0.571234E-01
   85.00   20.00   55.00   0.562049E-01
   90.00   20.00   55.00   0.410765E+00
    0.00   25.00   55.00   0.178437E+00
    5.00   25.00   55.00   0.918282E+00
   10.00   25.00   55.00   0.849822E+00
   15.00   25.00   55.00   0.868615E+00
   20.00   25.00   55.00   0.893188E+00
   25.00   25.00   55.00   0.947051E+00
   30.00   25.00   55.00   0.877595E+00
   35.00   25.00   55.00   0.891874E+00
   40.00   25.00   55.00   0.825007E+00
   45.00   25.00   55.00   0.784211E+00
   50.00   25.00   55.00   0.701500E+00
   55.00   25.00   55.00   0.112639E+00
   60.00   25.00   55.00   0.145206E+00
   65.00   25.00   55.00   0.172831E+00
   70.00   25.00   55.00   0.188859E+00
   75.00   25.00   55.00   0.217566E+00
   80.00   25.00   55.00   0.174917E+00
   85.00   25.00   55.00   0.155945E+00
   90.00   25.00   55.00   0.124665E+00
    0.00   30.00   55.00   0.277690E+00
    5.00   30.00   55.00   0.123763E+01
   10.00   30.00   55.00   0.134314E+01
   15.00   30.00   55.00   0.123478E+01
   20.00   30.00   55.00   0.136116E+01
   25.00   30.00   55.00   0.152188E+01
   30.00   30.00   55.00   0.123722E+01
   35.00   30.00   55.00   0.117424E+01
   40.00   30.00   55.00   0.118806E+01
   45.00   30.00   55.00   0.103557E+01
   50.00   30.00   55.00   0.138735E+00
   55.00   30.00   55.00   0.162449E+00
   60.00   30.00   55.00   0.249594E+00
   65.00   30.00   55.00   0.265019E+00
   70.00   30.00   55.00   0.234636E+00
   75.00   30.00   55.00   0.237923E+00
   80.00   30.00   55.00   0.251356E+00
   85.00   30.00   55.00   0.186798E+00
   90.00   30.00   55.00   0.750839E+00
    0.00   35.00   55.00   0.105276E+01
    5.00   35.00   55.00   0.991814E+00
   10.00   35.00   55.00   0.102235E+01
   15.00   35.00   55.00   0.114447E+01
   20.00   35.00   55.00   0.137344E+01
   25.00   35.00   55.00   0.134969E+01
   30.00   35.00   55.00   0.151977E+01
   35.00   35.00   55.00   0.152180E+01
   40.00   35.00   55.00   0.160024E+01
   45.00   35.00   55.00   0.168003E+01
   50.00   35.00   55.00   0.160664E+01
   55.00   35.00   55.00   0.163054E+01
   60.00   35.00   55.00   0.172478E+01
   65.00   35.00   55.00   0.113073E+01
   70.00   35.00   55.00   0.815232E+00
   75.00   35.00   55.00   0.120608E+01
   80.00   35.00   55.00   0.121982E+01
   85.00   35.00   55.00   0.120625E+01
   90.00   35.00   55.00   0.129832E+01
    0.00   40.00   55.00   0.583436E+00
    5.00   40.00   55.00   0.143324E+00
   10.00   40.00   55.00   0.131825E+00
   15.00   40.00   55.00   0.132320E+00
   20.00   40.00   55.00   0.135825E+00
   25.00   40.00   55.00   0.132449E+00
   30.00   40.00   55.00   0.118335E+00
   35.00   40.00   55.00   0.115114E+00
   40.00   40.00   55.00   0.121321E+00
   45.00   40.00   55.00   0.115620E+00
   50.00   40.00   55.00   0.111914E+00
   55.00   40.00   55.00   0.109821E+00
   60.00   40.00   55.00   0.117488E+00
   65.00   40.00   55.00   0.110360E+00
   70.00   40.00   55.00   0.107712E+00
   75.00   40.00   55.00   0.957159E-01
   80.00   40.00   55.00   0.761714E-01
   85.00   40.00   55.00   0.497868E+00
   90.00   40.00   55.00   0.481301E+00
    0.00   45.00   55.00   0.497446E+00
    5.00   45.00   55.00   0.471097E+00
   10.00   45.00   55.00   0.516317E+00
   15.00   45.00   55.00   0.397192E+00
   20.00   45.00   55.00   0.358646E+00
   25.00   45.00   55.00   0.109573E+01
   30.00   45.00   55.00   0.100923E+01
   35.00   45.00   55.00   0.110228E+01
   40.00   45.00   55.00   0.393304E+00
   45.00   45.00   55.00   0.434373E+00
   50.00   45.00   55.00   0.545399E+00
   55.00   45.00   55.00   0.513752E+00
   60.00   45.00   55.00   0.503260E+00
   65.00   45.00   55.00   0.473634E+00
   70.00   45.00   55.00   0.521320E+00
   75.00   45.00   55.00   0.401718E+00
   80.00   45.00   55.00   0.362405E+00
   85.00   45.00   55.00   0.107474E+01
   90.00   45.00   55.00   0.985871E+00
    0.00   50.00   55.00   0.583436E+00
    5.00   50.00   55.00   0.589360E+00
   10.00   50.00   55.00   0.592100E+00
   15.00   50.00   55.00   0.603357E+00
   20.00   50.00   55.00   0.566368E+00
   25.00   50.00   55.00   0.586995E+00
   30.00   50.00   55.00   0.582032E+00
   35.00   50.00   55.00   0.633468E+00
   40.00   50.00   55.00   0.612541E+00
   45.00   50.00   55.00   0.614851E+00
   50.00   50.00   55.00   0.556580E+00
   55.00   50.00   55.00   0.596417E+00
   60.00   50.00   55.00   0.627539E+00
   65.00   50.00   55.00   0.539224E+00
   70.00   50.00   55.00   0.671091E+00
   75.00   50.00   55.00   0.647682E+00
   80.00   50.00   55.00   0.631625E+00
   85.00   50.00   55.00   0.538512E+00
   90.00   50.00   55.00   0.481301E+00
    0.00   55.00   55.00   0.105276E+01
    5.00   55.00   55.00   0.126352E+01
   10.00   55.00   55.00   0.458003E+00
   15.00   55.00   55.00   0.449345E+00
   20.00   55.00   55.00   0.478802E+00
   25.00   55.00   55.00   0.499607E+00
   30.00   55.00   55.00   0.508316E+00
   35.00   55.00   55.00   0.509672E+00
   40.00   55.00   55.00   0.466153E+00
   45.00   55.00   55.00   0.439260E+00
   50.00   55.00   55.00   0.454116E+00
   55.00   55.00   55.00   0.453473E+00
   60.00   55.00   55.00   0.191897E+01
   65.00   55.00   55.00   0.213962E+01
   70.00   55.00   55.00   0.218310E+01
   75.00   55.00   55.00   0.205579E+01
   80.00   55.00   55.00   0.181011E+01
   85.00   55.00   55.00   0.153797E+01
   90.00   55.00   55.00   0.129832E+01
    0.00   60.00   55.00   0.277694E+00
    5.00   60.00   55.00   0.354725E+00
   10.00   60.00   55.00   0.388705E+00
   15.00   60.00   55.00   0.391775E+00
   20.00   60.00   55.00   0.415252E+00
   25.00   60.00   55.00   0.430909E+00
   30.00   60.00   55.00   0.458491E+00
   35.00   60.00   55.00   0.421851E+00
   40.00   60.00   55.00   0.343964E+00
   45.00   60.00   55.00   0.337516E+00
   50.00   60.00   55.00   0.350628E+00
   55.00   60.00   55.00   0.192765E+01
   60.00   60.00   55.00   0.179457E+01
   65.00   60.00   55.00   0.153577E+01
   70.00   60.00   55.00   0.144470E+01
   75.00   60.00   55.00   0.119844E+01
   80.00   60.00   55.00   0.104890E+01
   85.00   60.00   55.00   0.831538E+00
   90.00   60.00   55.00   0.750821E+00
    0.00   65.00   55.00   0.178437E+00
    5.00   65.00   55.00   0.199106E+00
   10.00   65.00   55.00   0.232036E+00
   15.00   65.00   55.00   0.195769E+00
   20.00   65.00   55.00   0.247228E+00
   25.00   65.00   55.00   0.232609E+00
   30.00   65.00   55.00   0.216726E+00
   35.00   65.00   55.00   0.162061E+01
   40.00   65.00   55.00   0.154833E+01
   45.00   65.00   55.00   0.139457E+01
   50.00   65.00   55.00   0.125882E+01
   55.00   65.00   55.00   0.114290E+01
   60.00   65.00   55.00   0.104957E+01
   65.00   65.00   55.00   0.890252E+00
   70.00   65.00   55.00   0.766458E+00
   75.00   65.00   55.00   0.654468E+00
   80.00   65.00   55.00   0.579973E+00
   85.00   65.00   55.00   0.975944E-01
   90.00   65.00   55.00   0.124665E+00
    0.00   70.00   55.00   0.777038E+00
    5.00   70.00   55.00   0.735884E+00
   10.00   70.00   55.00   0.769868E+00
   15.00   70.00   55.00   0.842959E+00
   20.00   70.00   55.00   0.127304E+01
   25.00   70.00   55.00   0.125160E+01
   30.00   70.00   55.00   0.113978E+01
   35.00   70.00   55.00   0.107995E+01
   40.00   70.00   55.00   0.100366E+01
   45.00   70.00   55.00   0.945562E+00
   50.00   70.00   55.00   0.870042E+00
   55.00   70.00   55.00   0.739473E+00
   60.00   70.00   55.00   0.668237E+00
   65.00   70.00   55.00   0.534526E+00
   70.00   70.00   55.00   0.491970E+00
   75.00   70.00   55.00   0.453739E+00
   80.00   70.00   55.00   0.418318E+00
   85.00   70.00   55.00   0.402668E+00
   90.00   70.00   55.00   0.410765E+00
    0.00   75.00   55.00   0.170645E+01
    5.00   75.00   55.00   0.745922E+00
   10.00   75.00   55.00   0.881446E+00
   15.00   75.00   55.00   0.873356E+00
   20.00   75.00   55.00   0.165567E+01
