   PHI1    PHI2     PHI       ODF
   80.00   75.00    5.00   0.601739E-01
   85.00   75.00    5.00   0.758628E+00
   90.00   75.00    5.00   0.654349E+00
    0.00   80.00    5.00   0.105705E+01
    5.00   80.00    5.00   0.117370E+01
   10.00   80.00    5.00   0.120004E+01
   15.00   80.00    5.00   0.859994E+00
   20.00   80.00    5.00   0.978449E+00
   25.00   80.00    5.00   0.116155E+01
   30.00   80.00    5.00   0.133205E+01
   35.00   80.00    5.00   0.895804E-01
   40.00   80.00    5.00   0.100744E+00
   45.00   80.00    5.00   0.657124E+01
   50.00   80.00    5.00   0.674580E+01
   55.00   80.00    5.00   0.686830E+01
   60.00   80.00    5.00   0.630016E+01
   65.00   80.00    5.00   0.582073E+01
   70.00   80.00    5.00   0.519737E+01
   75.00   80.00    5.00   0.798596E+00
   80.00   80.00    5.00   0.678207E+00
   85.00   80.00    5.00   0.593414E+00
   90.00   80.00    5.00   0.531742E+00
    0.00   85.00    5.00   0.114999E+01
    5.00   85.00    5.00   0.116874E+01
   10.00   85.00    5.00   0.845097E+00
   15.00   85.00    5.00   0.948770E+00
   20.00   85.00    5.00   0.110318E+01
   25.00   85.00    5.00   0.135554E+01
   30.00   85.00    5.00   0.175289E+01
   35.00   85.00    5.00   0.110610E+00
   40.00   85.00    5.00   0.682793E+01
   45.00   85.00    5.00   0.718025E+01
   50.00   85.00    5.00   0.686270E+01
   55.00   85.00    5.00   0.667269E+01
   60.00   85.00    5.00   0.587434E+01
   65.00   85.00    5.00   0.549201E+01
   70.00   85.00    5.00   0.819839E+00
   75.00   85.00    5.00   0.686401E+00
   80.00   85.00    5.00   0.599146E+00
   85.00   85.00    5.00   0.541295E+00
   90.00   85.00    5.00   0.594250E+00
    0.00   90.00    5.00   0.112930E+01
    5.00   90.00    5.00   0.806824E+00
   10.00   90.00    5.00   0.925763E+00
   15.00   90.00    5.00   0.105069E+01
   20.00   90.00    5.00   0.128375E+01
   25.00   90.00    5.00   0.180867E+01
   30.00   90.00    5.00   0.112914E+00
   35.00   90.00    5.00   0.960723E-01
   40.00   90.00    5.00   0.727170E+01
   45.00   90.00    5.00   0.698466E+01
   50.00   90.00    5.00   0.648420E+01
   55.00   90.00    5.00   0.601426E+01
   60.00   90.00    5.00   0.821855E-01
   65.00   90.00    5.00   0.761303E+00
   70.00   90.00    5.00   0.630239E+00
   75.00   90.00    5.00   0.546204E+00
   80.00   90.00    5.00   0.482547E+00
   85.00   90.00    5.00   0.531901E+00
   90.00   90.00    5.00   0.659666E+00
    0.00    0.00   10.00   0.393691E+00
    5.00    0.00   10.00   0.381529E+00
   10.00    0.00   10.00   0.448821E+00
   15.00    0.00   10.00   0.517325E+00
   20.00    0.00   10.00   0.564647E+00
   25.00    0.00   10.00   0.247963E+01
   30.00    0.00   10.00   0.271215E+01
   35.00    0.00   10.00   0.302333E+01
   40.00    0.00   10.00   0.314118E+01
   45.00    0.00   10.00   0.324402E+01
   50.00    0.00   10.00   0.317147E+01
   55.00    0.00   10.00   0.304854E+01
   60.00    0.00   10.00   0.295013E+01
   65.00    0.00   10.00   0.269475E+01
   70.00    0.00   10.00   0.356797E+00
   75.00    0.00   10.00   0.329160E+00
   80.00    0.00   10.00   0.325024E+00
   85.00    0.00   10.00   0.356313E+00
   90.00    0.00   10.00   0.431531E+00
    0.00    5.00   10.00   0.536938E+00
    5.00    5.00   10.00   0.473803E+00
   10.00    5.00   10.00   0.530671E+00
   15.00    5.00   10.00   0.611023E+00
   20.00    5.00   10.00   0.111239E+01
   25.00    5.00   10.00   0.263480E+01
   30.00    5.00   10.00   0.277333E+01
   35.00    5.00   10.00   0.315724E+01
   40.00    5.00   10.00   0.295573E+01
   45.00    5.00   10.00   0.310649E+01
   50.00    5.00   10.00   0.277842E+01
   55.00    5.00   10.00   0.281580E+01
   60.00    5.00   10.00   0.373967E+00
   65.00    5.00   10.00   0.330461E+00
   70.00    5.00   10.00   0.309866E+00
   75.00    5.00   10.00   0.312576E+00
   80.00    5.00   10.00   0.332989E+00
   85.00    5.00   10.00   0.397368E+00
   90.00    5.00   10.00   0.396222E+00
    0.00   10.00   10.00   0.515272E+00
    5.00   10.00   10.00   0.544335E+00
   10.00   10.00   10.00   0.108147E+01
   15.00   10.00   10.00   0.114197E+01
   20.00   10.00   10.00   0.122883E+01
   25.00   10.00   10.00   0.285809E+01
   30.00   10.00   10.00   0.307180E+01
   35.00   10.00   10.00   0.312191E+01
   40.00   10.00   10.00   0.297934E+01
   45.00   10.00   10.00   0.286203E+01
   50.00   10.00   10.00   0.274504E+01
   55.00   10.00   10.00   0.364074E+00
   60.00   10.00   10.00   0.332591E+00
   65.00   10.00   10.00   0.305968E+00
   70.00   10.00   10.00   0.309280E+00
   75.00   10.00   10.00   0.327483E+00
   80.00   10.00   10.00   0.391792E+00
   85.00   10.00   10.00   0.471305E+00
   90.00   10.00   10.00   0.356674E+00
    0.00   15.00   10.00   0.537148E+00
    5.00   15.00   10.00   0.107500E+01
   10.00   15.00   10.00   0.115202E+01
   15.00   15.00   10.00   0.121561E+01
   20.00   15.00   10.00   0.292607E+01
   25.00   15.00   10.00   0.309396E+01
   30.00   15.00   10.00   0.297142E+01
   35.00   15.00   10.00   0.304512E+01
   40.00   15.00   10.00   0.270782E+01
   45.00   15.00   10.00   0.276861E+01
   50.00   15.00   10.00   0.672863E+00
   55.00   15.00   10.00   0.726398E+00
   60.00   15.00   10.00   0.790489E+00
   65.00   15.00   10.00   0.297959E+00
   70.00   15.00   10.00   0.308770E+00
   75.00   15.00   10.00   0.358489E+00
   80.00   15.00   10.00   0.448200E+00
   85.00   15.00   10.00   0.363970E+00
   90.00   15.00   10.00   0.369749E+00
    0.00   20.00   10.00   0.107909E+01
    5.00   20.00   10.00   0.232258E+01
   10.00   20.00   10.00   0.254161E+01
   15.00   20.00   10.00   0.283887E+01
   20.00   20.00   10.00   0.310531E+01
   25.00   20.00   10.00   0.295714E+01
   30.00   20.00   10.00   0.280629E+01
   35.00   20.00   10.00   0.280039E+01
   40.00   20.00   10.00   0.264300E+01
   45.00   20.00   10.00   0.646739E+00
   50.00   20.00   10.00   0.666259E+00
   55.00   20.00   10.00   0.735909E+00
   60.00   20.00   10.00   0.296223E+00
   65.00   20.00   10.00   0.310756E+00
   70.00   20.00   10.00   0.348575E+00
   75.00   20.00   10.00   0.434306E+00
   80.00   20.00   10.00   0.378998E+00
   85.00   20.00   10.00   0.368310E+00
   90.00   20.00   10.00   0.273986E+01
    0.00   25.00   10.00   0.236651E+01
    5.00   25.00   10.00   0.257349E+01
   10.00   25.00   10.00   0.284166E+01
   15.00   25.00   10.00   0.304671E+01
   20.00   25.00   10.00   0.304676E+01
   25.00   25.00   10.00   0.283985E+01
   30.00   25.00   10.00   0.271695E+01
   35.00   25.00   10.00   0.280473E+01
   40.00   25.00   10.00   0.253574E+01
   45.00   25.00   10.00   0.668227E+00
   50.00   25.00   10.00   0.717961E+00
   55.00   25.00   10.00   0.288661E+00
   60.00   25.00   10.00   0.319613E+00
   65.00   25.00   10.00   0.347483E+00
   70.00   25.00   10.00   0.429480E+00
   75.00   25.00   10.00   0.483896E+00
   80.00   25.00   10.00   0.373594E+00
   85.00   25.00   10.00   0.278820E+01
   90.00   25.00   10.00   0.310685E+01
    0.00   30.00   10.00   0.242339E+01
    5.00   30.00   10.00   0.263741E+01
   10.00   30.00   10.00   0.275605E+01
   15.00   30.00   10.00   0.280894E+01
   20.00   30.00   10.00   0.278249E+01
   25.00   30.00   10.00   0.268748E+01
   30.00   30.00   10.00   0.248566E+01
   35.00   30.00   10.00   0.244443E+01
   40.00   30.00   10.00   0.624115E+00
   45.00   30.00   10.00   0.682849E+00
   50.00   30.00   10.00   0.263890E+00
   55.00   30.00   10.00   0.297673E+00
   60.00   30.00   10.00   0.326504E+00
   65.00   30.00   10.00   0.402978E+00
   70.00   30.00   10.00   0.464272E+00
   75.00   30.00   10.00   0.453688E+00
   80.00   30.00   10.00   0.273392E+01
   85.00   30.00   10.00   0.293915E+01
   90.00   30.00   10.00   0.339408E+01
    0.00   35.00   10.00   0.267756E+01
    5.00   35.00   10.00   0.272616E+01
   10.00   35.00   10.00   0.280559E+01
   15.00   35.00   10.00   0.274182E+01
   20.00   35.00   10.00   0.284438E+01
   25.00   35.00   10.00   0.253062E+01
   30.00   35.00   10.00   0.232767E+01
   35.00   35.00   10.00   0.227010E+01
   40.00   35.00   10.00   0.629747E+00
   45.00   35.00   10.00   0.249494E+00
   50.00   35.00   10.00   0.283891E+00
   55.00   35.00   10.00   0.303040E+00
   60.00   35.00   10.00   0.384020E+00
   65.00   35.00   10.00   0.451711E+00
   70.00   35.00   10.00   0.262828E+01
   75.00   35.00   10.00   0.278597E+01
   80.00   35.00   10.00   0.302196E+01
   85.00   35.00   10.00   0.335462E+01
   90.00   35.00   10.00   0.365822E+01
    0.00   40.00   10.00   0.272127E+01
    5.00   40.00   10.00   0.279885E+01
   10.00   40.00   10.00   0.269305E+01
   15.00   40.00   10.00   0.277154E+01
   20.00   40.00   10.00   0.261606E+01
   25.00   40.00   10.00   0.234474E+01
   30.00   40.00   10.00   0.215101E+01
   35.00   40.00   10.00   0.575419E+00
   40.00   40.00   10.00   0.572935E+00
   45.00   40.00   10.00   0.287422E+00
   50.00   40.00   10.00   0.291603E+00
   55.00   40.00   10.00   0.365034E+00
   60.00   40.00   10.00   0.461156E+00
   65.00   40.00   10.00   0.261166E+01
   70.00   40.00   10.00   0.284518E+01
   75.00   40.00   10.00   0.304343E+01
   80.00   40.00   10.00   0.338580E+01
   85.00   40.00   10.00   0.357787E+01
   90.00   40.00   10.00   0.397857E+01
    0.00   45.00   10.00   0.279347E+01
    5.00   45.00   10.00   0.268459E+01
   10.00   45.00   10.00   0.269737E+01
   15.00   45.00   10.00   0.251568E+01
   20.00   45.00   10.00   0.236297E+01
   25.00   45.00   10.00   0.217666E+01
   30.00   45.00   10.00   0.524915E+00
   35.00   45.00   10.00   0.560961E+00
   40.00   45.00   10.00   0.282044E+00
   45.00   45.00   10.00   0.296542E+00
   50.00   45.00   10.00   0.350514E+00
   55.00   45.00   10.00   0.446020E+00
   60.00   45.00   10.00   0.270225E+01
   65.00   45.00   10.00   0.282647E+01
   70.00   45.00   10.00   0.309652E+01
   75.00   45.00   10.00   0.337828E+01
   80.00   45.00   10.00   0.367440E+01
   85.00   45.00   10.00   0.389838E+01
   90.00   45.00   10.00   0.416241E+01
    0.00   50.00   10.00   0.272127E+01
    5.00   50.00   10.00   0.270509E+01
   10.00   50.00   10.00   0.245307E+01
   15.00   50.00   10.00   0.228734E+01
   20.00   50.00   10.00   0.224584E+01
   25.00   50.00   10.00   0.200036E+01
   30.00   50.00   10.00   0.564418E+00
   35.00   50.00   10.00   0.489524E+00
   40.00   50.00   10.00   0.291518E+00
   45.00   50.00   10.00   0.346624E+00
   50.00   50.00   10.00   0.439400E+00
   55.00   50.00   10.00   0.268917E+01
   60.00   50.00   10.00   0.294581E+01
   65.00   50.00   10.00   0.307433E+01
   70.00   50.00   10.00   0.346483E+01
   75.00   50.00   10.00   0.378754E+01
   80.00   50.00   10.00   0.398884E+01
   85.00   50.00   10.00   0.407780E+01
   90.00   50.00   10.00   0.397856E+01
    0.00   55.00   10.00   0.267756E+01
    5.00   55.00   10.00   0.243032E+01
   10.00   55.00   10.00   0.224608E+01
   15.00   55.00   10.00   0.217715E+01
   20.00   55.00   10.00   0.204936E+01
   25.00   55.00   10.00   0.561395E+00
   30.00   55.00   10.00   0.445730E+00
   35.00   55.00   10.00   0.295697E+00
   40.00   55.00   10.00   0.335823E+00
   45.00   55.00   10.00   0.432713E+00
   50.00   55.00   10.00   0.257231E+01
   55.00   55.00   10.00   0.289556E+01
   60.00   55.00   10.00   0.315633E+01
   65.00   55.00   10.00   0.345409E+01
   70.00   55.00   10.00   0.389222E+01
   75.00   55.00   10.00   0.401372E+01
   80.00   55.00   10.00   0.413940E+01
   85.00   55.00   10.00   0.387842E+01
   90.00   55.00   10.00   0.365822E+01
    0.00   60.00   10.00   0.242339E+01
    5.00   60.00   10.00   0.224016E+01
   10.00   60.00   10.00   0.115595E+01
   15.00   60.00   10.00   0.436449E+00
   20.00   60.00   10.00   0.563323E+00
   25.00   60.00   10.00   0.433990E+00
   30.00   60.00   10.00   0.309250E+00
   35.00   60.00   10.00   0.349060E+00
   40.00   60.00   10.00   0.434818E+00
   45.00   60.00   10.00   0.454310E+00
   50.00   60.00   10.00   0.273345E+01
   55.00   60.00   10.00   0.308272E+01
   60.00   60.00   10.00   0.353649E+01
   65.00   60.00   10.00   0.382950E+01
   70.00   60.00   10.00   0.405604E+01
   75.00   60.00   10.00   0.411586E+01
   80.00   60.00   10.00   0.393265E+01
   85.00   60.00   10.00   0.356820E+01
   90.00   60.00   10.00   0.339408E+01
    0.00   65.00   10.00   0.236651E+01
    5.00   65.00   10.00   0.219677E+01
   10.00   65.00   10.00   0.535053E+00
   15.00   65.00   10.00   0.567488E+00
   20.00   65.00   10.00   0.479421E+00
   25.00   65.00   10.00   0.326745E+00
   30.00   65.00   10.00   0.364182E+00
   35.00   65.00   10.00   0.449450E+00
   40.00   65.00   10.00   0.472823E+00
   45.00   65.00   10.00   0.290886E+01
   50.00   65.00   10.00   0.303372E+01
   55.00   65.00   10.00   0.357346E+01
   60.00   65.00   10.00   0.403664E+01
   65.00   65.00   10.00   0.409942E+01
   70.00   65.00   10.00   0.430114E+01
   75.00   65.00   10.00   0.409554E+01
   80.00   65.00   10.00   0.378493E+01
   85.00   65.00   10.00   0.339883E+01
   90.00   65.00   10.00   0.310685E+01
    0.00   70.00   10.00   0.107909E+01
    5.00   70.00   10.00   0.528085E+00
   10.00   70.00   10.00   0.514570E+00
   15.00   70.00   10.00   0.471658E+00
   20.00   70.00   10.00   0.515710E+00
   25.00   70.00   10.00   0.357169E+00
   30.00   70.00   10.00   0.434585E+00
   35.00   70.00   10.00   0.474311E+00
   40.00   70.00   10.00   0.479066E+00
   45.00   70.00   10.00   0.296277E+01
   50.00   70.00   10.00   0.325538E+01
   55.00   70.00   10.00   0.372543E+01
   60.00   70.00   10.00   0.395406E+01
   65.00   70.00   10.00   0.400366E+01
   70.00   70.00   10.00   0.395459E+01
   75.00   70.00   10.00   0.361329E+01
   80.00   70.00   10.00   0.326215E+01
   85.00   70.00   10.00   0.288501E+01
   90.00   70.00   10.00   0.273986E+01
    0.00   75.00   10.00   0.537148E+00
    5.00   75.00   10.00   0.511557E+00
   10.00   75.00   10.00   0.498057E+00
   15.00   75.00   10.00   0.463530E+00
   20.00   75.00   10.00   0.363129E+00
   25.00   75.00   10.00   0.427381E+00
   30.00   75.00   10.00   0.481019E+00
   35.00   75.00   10.00   0.488662E+00
   40.00   75.00   10.00   0.281051E+01
   45.00   75.00   10.00   0.331591E+01
   50.00   75.00   10.00   0.348206E+01
   55.00   75.00   10.00   0.374945E+01
   60.00   75.00   10.00   0.401250E+01
   65.00   75.00   10.00   0.383513E+01
   70.00   75.00   10.00   0.361552E+01
   75.00   75.00   10.00   0.319534E+01
   80.00   75.00   10.00   0.286142E+01
   85.00   75.00   10.00   0.430644E+00
   90.00   75.00   10.00   0.369749E+00
    0.00   80.00   10.00   0.515272E+00
    5.00   80.00   10.00   0.523744E+00
   10.00   80.00   10.00   0.417812E+00
   15.00   80.00   10.00   0.376532E+00
   20.00   80.00   10.00   0.446964E+00
   25.00   80.00   10.00   0.500703E+00
   30.00   80.00   10.00   0.521943E+00
   35.00   80.00   10.00   0.283877E+01
   40.00   80.00   10.00   0.306526E+01
   45.00   80.00   10.00   0.343950E+01
   50.00   80.00   10.00   0.350508E+01
   55.00   80.00   10.00   0.377116E+01
   60.00   80.00   10.00   0.382461E+01
   65.00   80.00   10.00   0.344750E+01
   70.00   80.00   10.00   0.318226E+01
   75.00   80.00   10.00   0.284609E+01
   80.00   80.00   10.00   0.443771E+00
   85.00   80.00   10.00   0.375254E+00
   90.00   80.00   10.00   0.356674E+00
    0.00   85.00   10.00   0.536938E+00
    5.00   85.00   10.00   0.393236E+00
   10.00   85.00   10.00   0.369474E+00
   15.00   85.00   10.00   0.437481E+00
   20.00   85.00   10.00   0.506394E+00
   25.00   85.00   10.00   0.522162E+00
   30.00   85.00   10.00   0.253951E+01
   35.00   85.00   10.00   0.296435E+01
   40.00   85.00   10.00   0.305320E+01
   45.00   85.00   10.00   0.341173E+01
   50.00   85.00   10.00   0.334297E+01
   55.00   85.00   10.00   0.348805E+01
   60.00   85.00   10.00   0.329535E+01
   65.00   85.00   10.00   0.296143E+01
   70.00   85.00   10.00   0.277383E+01
   75.00   85.00   10.00   0.397891E+00
   80.00   85.00   10.00   0.354418E+00
   85.00   85.00   10.00   0.337297E+00
   90.00   85.00   10.00   0.396222E+00
    0.00   90.00   10.00   0.393691E+00
    5.00   90.00   10.00   0.381529E+00
   10.00   90.00   10.00   0.448821E+00
   15.00   90.00   10.00   0.517325E+00
   20.00   90.00   10.00   0.564647E+00
   25.00   90.00   10.00   0.247963E+01
   30.00   90.00   10.00   0.271215E+01
   35.00   90.00   10.00   0.302333E+01
   40.00   90.00   10.00   0.314118E+01
   45.00   90.00   10.00   0.324402E+01
   50.00   90.00   10.00   0.317147E+01
   55.00   90.00   10.00   0.304854E+01
   60.00   90.00   10.00   0.295013E+01
   65.00   90.00   10.00   0.269475E+01
   70.00   90.00   10.00   0.356797E+00
   75.00   90.00   10.00   0.329160E+00
   80.00   90.00   10.00   0.325024E+00
   85.00   90.00   10.00   0.356313E+00
   90.00   90.00   10.00   0.431531E+00
    0.00    0.00   15.00   0.932061E-01
    5.00    0.00   15.00   0.868852E-01
   10.00    0.00   15.00   0.908200E-01
   15.00    0.00   15.00   0.670675E-01
   20.00    0.00   15.00   0.639615E-01
   25.00    0.00   15.00   0.753147E-01
   30.00    0.00   15.00   0.697762E-01
   35.00    0.00   15.00   0.104983E+00
   40.00    0.00   15.00   0.245722E+01
   45.00    0.00   15.00   0.220913E+01
   50.00    0.00   15.00   0.244909E+01
   55.00    0.00   15.00   0.220779E+01
   60.00    0.00   15.00   0.190583E+01
   65.00    0.00   15.00   0.627720E-01
